weatherdata-529-1100.csv:"1/1/2010","-110","52.9227981567383","605","-10.984","-26.736","0.487518372","6.42540800882897","0.798286156244187","3.42557208",
weatherdata-529-1100.csv:"1/2/2010","-110","52.9227981567383","605","-9.97199999999998","-16.87","1.4419554912","4.04492914604256","0.899106891920808","3.1134348",
weatherdata-529-1100.csv:"1/3/2010","-110","52.9227981567383","605","-12.094","-20.204","1.4179231512","2.50706464272334","0.857060204019437","2.82847734",
weatherdata-529-1100.csv:"1/4/2010","-110","52.9227981567383","605","-14.084","-23.225","0.2300261328","2.38336099411324","0.823284834371926","4.4656308",
weatherdata-529-1100.csv:"1/5/2010","-110","52.9227981567383","605","-19.957","-24.824","0.1476287856","2.41128516023164","0.785593580381443","3.191904612",
weatherdata-529-1100.csv:"1/6/2010","-110","52.9227981567383","605","-23.21","-27.502","0.02746584","1.96372452797849","0.763230806029025","4.7020536",
weatherdata-529-1100.csv:"1/7/2010","-110","52.9227981567383","605","-17.441","-24.339","0","5.46536545829309","0.773758797443634","4.66784667",
weatherdata-529-1100.csv:"1/8/2010","-110","52.9227981567383","605","-8.33999999999998","-18.668","0","3.06739175376486","0.810576080196589","3.34535958",
weatherdata-529-1100.csv:"1/9/2010","-110","52.9227981567383","605","0.398000000000025","-7.78399999999999","0.4188532464","3.64910916086652","0.890921213596262","2.60797464",
weatherdata-529-1100.csv:"1/10/2010","-110","52.9227981567383","605","0.382999999999981","-2.95699999999999","0.6282804744","2.56780231491702","0.967097124085697","4.39520688",
weatherdata-529-1100.csv:"1/11/2010","-110","52.9227981567383","605","1.97500000000002","-2.36099999999999","0.0549316584","5.19474861930516","0.960151945067807","2.759402862",
weatherdata-529-1100.csv:"1/12/2010","-110","52.9227981567383","605","1.649","-2.27100000000002","0.0755310024","3.18508587519081","0.965885732082064","4.47418188",
weatherdata-529-1100.csv:"1/13/2010","-110","52.9227981567383","605","1.09100000000001","-2.58300000000003","6.279375276","3.63390286604922","0.960391784156761","2.318512482",
weatherdata-529-1100.csv:"1/14/2010","-110","52.9227981567383","605","1.19499999999999","-2.51400000000001","0.5973815808","2.85550940073759","0.98123982702584","1.60846857",
weatherdata-529-1100.csv:"1/15/2010","-110","52.9227981567383","605","2.21100000000001","-1.21600000000001","0.0514984104","4.07480030810578","0.950084266340466","3.72554838",
weatherdata-529-1100.csv:"1/16/2010","-110","52.9227981567383","605","2.56700000000001","-2.27999999999997","0.0102996792","6.94655391718151","0.904817341214511","3.86493858",
weatherdata-529-1100.csv:"1/17/2010","-110","52.9227981567383","605","0.732000000000028","-4.36900000000003","0.4085539632","4.93298403207115","0.922832625275123","5.26573152",
weatherdata-529-1100.csv:"1/18/2010","-110","52.9227981567383","605","1.00999999999999","-0.889999999999986","0.772475652","4.74981486400688","0.967414505677768","1.80146268",
weatherdata-529-1100.csv:"1/19/2010","-110","52.9227981567383","605","-0.0740000000000123","-5.52600000000001","0.0068664528","2.63497050439122","0.948987481463153","5.55035544",
weatherdata-529-1100.csv:"1/20/2010","-110","52.9227981567383","605","-1.79700000000003","-3.04399999999998","1.237679172","3.91748288903489","0.949536883969785","2.42567082",
weatherdata-529-1100.csv:"1/21/2010","-110","52.9227981567383","605","-2.55099999999999","-4.57799999999997","1.66511592","5.16383865819113","0.944976013540621","2.49260544",
weatherdata-529-1100.csv:"1/22/2010","-110","52.9227981567383","605","-2.82600000000002","-4.88499999999999","1.44538848","4.2334798344424","0.939238917270523","3.3303375",
weatherdata-529-1100.csv:"1/23/2010","-110","52.9227981567383","605","-5.005","-7.221","1.792145016","6.44985439146067","0.927590431598603","3.254118552",
weatherdata-529-1100.csv:"1/24/2010","-110","52.9227981567383","605","-7.50400000000002","-13.935","0.980186292","7.86464184719183","0.884633681747154","4.28146812",
weatherdata-529-1100.csv:"1/25/2010","-110","52.9227981567383","605","-14.413","-17.392","0.260925336","3.27221310438457","0.841736389257832","5.67742356",
weatherdata-529-1100.csv:"1/26/2010","-110","52.9227981567383","605","-14.592","-18.9","0.0686645784","5.79705007248296","0.825365706498543","6.49485054",
weatherdata-529-1100.csv:"1/27/2010","-110","52.9227981567383","605","-14.183","-18.998","0","4.05847480379294","0.798271306213105","6.769293768",
weatherdata-529-1100.csv:"1/28/2010","-110","52.9227981567383","605","-10.708","-17.972","0","2.73429865005724","0.771574300753615","6.004798272",
weatherdata-529-1100.csv:"1/29/2010","-110","52.9227981567383","605","-11.462","-18.783","0","0.828337512371501","0.859157725820941","6.526520712",
weatherdata-529-1100.csv:"1/30/2010","-110","52.9227981567383","605","-12.609","-15.929","0.1373290992","2.62184762059336","0.878346100789829","6.10059438",
weatherdata-529-1100.csv:"1/31/2010","-110","52.9227981567383","605","-14.527","-16.762","0.882339732","4.56706022528288","0.849709901187622","4.932398592",
weatherdata-529-1100.csv:"2/1/2010","-110","52.9227981567383","605","-10.95","-16.477","1.41277248","2.80298886315493","0.875967966998044","6.184735488",
weatherdata-529-1100.csv:"2/2/2010","-110","52.9227981567383","605","-9.798","-13.177","0.803375676","1.73680966697682","0.908655331068382","5.43954384",
weatherdata-529-1100.csv:"2/3/2010","-110","52.9227981567383","605","-9.04500000000002","-16.076","1.0162357488","1.97355138262722","0.899361580642422","5.48331084",
weatherdata-529-1100.csv:"2/4/2010","-110","52.9227981567383","605","-3.993","-9.81099999999998","0.934696116","3.78966570033246","0.949234773032361","4.47362181",
weatherdata-529-1100.csv:"2/5/2010","-110","52.9227981567383","605","-4.04399999999998","-7.678","0.60253164","3.11046871014268","0.955728320179787","5.121220842",
